region	gene	logFC	logCPM	F	PValue	FDR
jcf7180000347157_455901_456000	HELPU_001374	1.94933578570203	5.04808033393409	16.2413913305764	0.000653855164722841	0.0480200430142949
jcf7180000413250_183901_184000	HELPU_001436	3.5853357045234	0.442385764320309	17.1177829981133	0.000508642024069071	0.0438242531735405
jcf7180000420486_281401_281500	HELPU_001484	4.41036773460116	0.830092744117364	22.4664534552844	0.000124742930752531	0.024899391222967
jcf7180000417139_271301_271600	HELPU_001656	2.03165515949245	0.882505967044523	20.4218575390658	0.000208001015074075	0.0303026062600675
jcf7180000417110_364901_365000	HELPU_001716	6.00464588083126	-0.302768207616598	16.6955926472356	0.000626774128447862	0.0474056068890773
jcf7180000417110_409901_410200	HELPU_001720	1.41582426101204	2.95585082844262	17.6191643670733	0.000441031075549989	0.0415673602752737
jcf7180000392926_44601_44800	HELPU_001728	2.80631805041571	2.22537873279673	21.5081170819485	0.000158155295457204	0.0270286078830075
jcf7180000420515_220101_220400	HELPU_001851	4.5899974028534	1.97214035833434	19.144408641193	0.00029147086526879	0.0348144810368405
jcf7180000417119_79501_79700	HELPU_001875	3.74468383229608	3.72722416933805	44.1987067179646	1.7769547441627e-06	0.00458529564420081
jcf7180000417119_322201_322600	HELPU_001899	-2.29039551879409	2.2692943891488	16.2844370477411	0.000645739109125626	0.047796473708191
jcf7180000416165_116401_116500	HELPU_002011	9.07190547400474	3.64376001712466	17.7449660222688	0.000583271357284805	0.0461505641070349
jcf7180000420444_218101_218300	HELPU_002029	1.98446823028588	1.0075968456809	21.7405004616046	0.000148874767809355	0.0265656552365165
jcf7180000420444_329301_329600	HELPU_002038	-3.59771013115015	1.22854917341071	16.8593848795692	0.000547361981279833	0.0449739673585882
jcf7180000417113_107501_107600	HELPU_002098	2.15081300415594	0.957616334690519	15.9595760932616	0.0007086971937922	0.0497262070853134
jcf7180000417107_273601_274000	HELPU_002194	2.76833722447904	1.72215629597713	16.4898943939948	0.000608503657474024	0.0468685164955432
jcf7180000417107_437401_437800	HELPU_002201	3.61833827496417	0.834452026155242	25.593663121053	5.97177767642621e-05	0.0191328676121446
jcf7180000347142_86201_86300	HELPU_002217	8.35286086971661	2.43342617130509	26.4158547168928	4.96407148370094e-05	0.0180692557655124
jcf7180000422581_121801_122000	HELPU_002272	4.81638512711673	0.53579297813567	23.7066860231736	9.25220702885342e-05	0.0223612096377356
jcf7180000347200_173901_174200	HELPU_002306	1.85619561783928	4.02381023736138	16.7590308456166	0.000563267903342241	0.0454849551030753
jcf7180000417205_33501_33800	HELPU_002321	3.1675546809683	1.28105993942736	23.1591016922266	0.000105451499418533	0.0235720973145255
jcf7180000417205_266101_266300	HELPU_002341	2.33777975401383	4.15034473406106	23.0656762922784	0.000107850269941412	0.0237575525138958
jcf7180000413282_164901_165000	HELPU_002409	-3.40918641618901	1.4748370245925	22.3394947428327	0.000128684701982063	0.0250359803508024
jcf7180000347790_248101_248300	HELPU_002436	6.97255940389125	0.177978295066715	16.3651311044013	0.000688559398534988	0.0492439457788217
jcf7180000417117_116001_116300	HELPU_002449	1.74646188417298	2.77211349090447	15.9167007870271	0.000718277600653583	0.049992936039291
jcf7180000415302_15001_15500	HELPU_002543	-2.60317751307114	1.12662055064893	17.1153958354099	0.000508985583864307	0.0438242531735405
jcf7180000417132_103901_104000	HELPU_002604	-2.71130607487231	3.12311897593205	17.1128815377093	0.000509347717969033	0.0438242531735405
jcf7180000415683_26201_26400	HELPU_002704	4.64422112882934	0.629397773308988	46.3500770318455	1.2643351199434e-06	0.00404678370918854
jcf7180000417134_151901_152000	HELPU_002864	-5.43371622193663	-0.0206373933273434	16.6589346575846	0.000697977483219295	0.0494712571093652
jcf7180000417217_169401_169500	HELPU_002883	-3.33350111856727	0.700347591616492	18.8251763070468	0.000317520880013443	0.0362436784236248
jcf7180000421131_85901_86000	HELPU_002895	-2.00482495960503	0.300507690206982	19.6782177976402	0.000252483127603537	0.0328459058937884
jcf7180000347444_149101_149400	HELPU_002940	5.41243302003115	1.52883164322532	24.0484017710034	8.53446279227263e-05	0.0218170286175142
jcf7180000347444_227301_227400	HELPU_002945	7.32344875346775	-0.206601832540953	17.9659527510573	0.000442813162843725	0.0416727514551341
jcf7180000347134_24601_24900	HELPU_003059	-2.62458115717533	3.22864367121006	18.3956574742625	0.000356712613722356	0.037848848276921
jcf7180000347134_235701_236000	HELPU_003079	1.73431603679105	2.9278086309199	18.4853005210856	0.000347427983478459	0.037537817813574
jcf7180000348922_136601_136700	HELPU_003128	3.06000256199192	1.39714774813632	24.3539363837119	7.94443953930337e-05	0.0214123144470018
jcf7180000392528_56501_56900	HELPU_003153	2.08019056779049	3.466996406632	20.4505210138254	0.0002069284950547	0.0302089235744305
jcf7180000347851_205301_205700	HELPU_003209	9.04759428226559	4.28203872333721	27.3170718116728	4.06965916510429e-05	0.0169410844445581
jcf7180000392412_278201_278400	HELPU_003296	-2.13812554330735	0.884995094519064	19.0432265120216	0.000299216858910522	0.0352013297116231
jcf7180000347183_364101_365700	HELPU_003310	-1.81174992990847	3.94632802514377	24.1814217734115	8.25098273115168e-05	0.0216024152718061
jcf7180000347183_477601_478100	HELPU_003315	-4.36623086585085	2.57309300474013	19.9458106129176	0.000235878733726267	0.0318688858797233
jcf7180000347068_94001_94600	HELPU_003327	2.50384674965674	2.80715601611021	33.1906945450261	1.21702355358631e-05	0.0101333838774147
jcf7180000392949_28701_28900	HELPU_003341	2.4861378862603	0.268922506807784	16.016375085225	0.000697405346645582	0.0494712571093652
jcf7180000392949_80601_80700	HELPU_003348	-4.99042481531071	0.165867157546114	22.2609727305554	0.000131191247948199	0.0252871571844271
jcf7180000392949_206101_206300	HELPU_003360	2.37913971485828	1.87884403484256	26.7173684822077	4.62872107891057e-05	0.0178754526032636
jcf7180000420472_196601_196800	HELPU_003370	-1.99858467123584	2.43163366885642	25.5891660172562	5.96063713974157e-05	0.0191185600674665
jcf7180000392812_55001_55200	HELPU_003433	3.33187514106846	1.00314408197853	25.3909468093401	6.25356988092397e-05	0.0194906557158151
jcf7180000353462_78001_78400	HELPU_003495	2.25027569756702	3.15041687804218	33.1544102223955	1.22346823300705e-05	0.0101575169732032
jcf7180000347158_126701_127100	HELPU_003624	1.44263608733746	4.08962848646794	19.415420426011	0.000270634331456006	0.0337176945001955
jcf7180000415687_35001_35200	HELPU_003752	4.50818275494311	2.15910360257239	19.478328511865	0.000266720432748919	0.0335057407668406
jcf7180000347504_85901_86000	HELPU_003838	3.50657967087013	0.382306869921873	19.2838145542389	0.000280842512720446	0.0342716840984264
jcf7180000420408_13601_13800	HELPU_003862	6.79620428353494	0.145573107099675	32.8796361226957	1.5748552909422e-05	0.011595914560892
jcf7180000392869_59501_60200	HELPU_003921	-1.80193679785401	2.49977252605239	22.8506938839164	0.000113314136883017	0.0241849689157913
jcf7180000392500_97801_97900	HELPU_003957	4.68028989307474	0.0673924289499478	25.3937697960753	6.24954651431461e-05	0.0194906557158151
jcf7180000347322_207801_207900	HELPU_004133	3.12710378677216	1.74749127264535	18.8145339814268	0.000318432480355186	0.0362436784236248
jcf7180000413259_233901_234400	HELPU_004154	3.282524234411	1.57615584629421	21.3095236010677	0.000166249290223315	0.027592018724999
jcf7180000347366_242101_242900	HELPU_004165	-6.65324741548068	3.39254154462266	37.7571364432004	5.23948790405814e-06	0.00728510098007603
jcf7180000347339_65201_65300	HELPU_004227	3.1169121245	0.0903228183424463	15.9959045290644	0.000701598215656641	0.0495852586114426
jcf7180000347937_120101_120300	HELPU_004252	7.05310746412273	-0.406266285502689	17.6015620575289	0.00048871499184597	0.0429521844030272
jcf7180000347741_164501_165000	HELPU_004291	2.34361139195705	3.03182275660425	19.0154948741182	0.000301695334799525	0.0353285730419557
jcf7180000347741_215201_215400	HELPU_004294	3.58736847038647	2.13445918822757	34.5940994434641	9.3341932562155e-06	0.00903231409391228
jcf7180000417163_28501_28900	HELPU_004315	2.60321341728675	0.931313567067866	28.2002968383419	3.35166586256942e-05	0.0160008895738874
jcf7180000417158_274901_275000	HELPU_004365	-3.08433819629683	4.3265388402156	16.6145391316826	0.000587073453662045	0.0462214645717588
jcf7180000347406_132901_133200	HELPU_004376	5.32874042400805	2.07249260569898	27.7818169305681	3.67905744636731e-05	0.0164911015209804
jcf7180000347248_216801_217200	HELPU_004463	1.94310283536792	1.96168486702633	16.901844434288	0.000540285665665937	0.0449133209747091
jcf7180000351905_16701_17000	HELPU_004535	2.04035178813461	1.23100234370346	23.5100932297405	9.66973635934031e-05	0.0226842799439102
jcf7180000351905_34801_35300	HELPU_004538	4.35749939362656	2.73005436043787	29.4586978513239	2.57782042873308e-05	0.0143929312269148
jcf7180000413241_27801_28000	HELPU_004629	5.6316701707444	0.189701577131565	64.9257872064858	1.02273511028306e-07	0.00162743860796137
jcf7180000413241_82501_83500	HELPU_004634	-1.42118291440835	2.98186701996442	16.656787005975	0.000578999308724909	0.0460541613441126
jcf7180000348078_25301_25800	HELPU_004678	4.0536794587749	1.44985806804066	18.9842716349265	0.000304230844518862	0.0354948790643601
jcf7180000350538_8801_8900	HELPU_004805	4.18267958492587	0.250691666836804	17.5062310204181	0.000456002320331168	0.0419319263578083
jcf7180000350538_149001_149200	HELPU_004816	-5.06269739074372	-0.375029979726208	18.3370784037044	0.000445720788417323	0.0416853104666018
jcf7180000417202_235201_235400	HELPU_004946	4.21349206847786	1.87233739736934	51.9439807969022	5.56255817122756e-07	0.00292973408772632
jcf7180000347405_93201_93400	HELPU_005053	-4.7159862285558	3.54510322579831	25.2418099458588	6.47023572944388e-05	0.0197996817230494
jcf7180000347405_213401_213600	HELPU_005058	1.84609610554376	1.26624044376634	23.4949338762656	9.70477450035817e-05	0.0226842799439102
jcf7180000420491_121701_121800	HELPU_005134	-5.60555378541037	0.655029954732494	18.1011644103663	0.00038666088319595	0.0390790814365443
jcf7180000393180_97301_97400	HELPU_005404	5.57415737788828	-0.0476244475014989	24.5425448240771	8.73922840144209e-05	0.0219574646784198
jcf7180000347344_101101_101200	HELPU_005451	6.17076307352361	1.23423417569561	47.2331194872394	1.11517616316605e-05	0.00974825939633332
jcf7180000347432_50501_50600	HELPU_005475	4.38359311662467	0.267824160010752	20.1276691393363	0.000323557494549116	0.0364816948148654
jcf7180000417136_161901_163100	HELPU_005516	-2.39316049374528	3.79315660316534	28.1119549507056	3.42671573844101e-05	0.0161431563949744
jcf7180000415699_117301_117600	HELPU_005561	3.39202118149519	1.77711812817917	20.2787201070236	0.000216317701267961	0.0305109083114763
jcf7180000350319_12901_13500	HELPU_005591	-2.2380022295963	0.902994082615092	21.0158004257075	0.000178659650739639	0.0285244970916403
jcf7180000348810_171901_172200	HELPU_005631	4.55650752235095	1.0741098779213	28.580725353253	3.10056244662938e-05	0.015626376356885
jcf7180000367543_216801_216900	HELPU_005680	2.66544131742373	2.08425924779429	16.2621009653761	0.000649936488669028	0.0479269628398857
jcf7180000347163_187001_187400	HELPU_005753	2.09511490907792	2.1827457689783	22.1483038295319	0.000134641948667965	0.025542184814314
jcf7180000392461_40001_40200	HELPU_005812	1.63140409198245	2.7553836501456	17.2549523378672	0.000488441661808439	0.0429521844030272
jcf7180000417542_17501_17600	HELPU_005845	5.37389372206056	-0.132376633688064	17.1859325987474	0.00054657187118143	0.0449735539634828
jcf7180000417542_100801_100900	HELPU_005853	5.05220856674974	0.594443025633254	21.8102683227937	0.000146661508911621	0.0263919787374538
jcf7180000396624_86201_86400	HELPU_005864	-2.67262834020513	0.812291156581384	19.6130830638838	0.00025739686331398	0.0330607225867414
jcf7180000347047_140701_141400	HELPU_005898	2.18320592399675	2.81577199415837	26.1345468440085	5.27639795807984e-05	0.0184817396981847
jcf7180000347213_131301_131900	HELPU_005958	2.02327819873247	2.14755218513054	20.9391591459723	0.000182175624333816	0.0287485091344046
jcf7180000417404_88201_88900	HELPU_005967	-1.52936357743652	4.05796559003246	15.9449913885872	0.000712316323778976	0.0497262070853134
jcf7180000350009_67701_68300	HELPU_006175	3.11249802017829	1.2205647952038	17.1842432750958	0.000499179121600317	0.043405700747606
jcf7180000348116_97501_97700	HELPU_006202	5.76187240018127	0.118233624028908	17.4590577902498	0.000508081777845942	0.0438242531735405
jcf7180000420545_94401_94700	HELPU_006294	2.1114598042	2.94355322278711	32.524701067367	1.38296396583603e-05	0.010942492260843
jcf7180000413240_87601_87800	HELPU_006308	2.12532393366671	2.95975833562172	18.4449592351221	0.000351953708019276	0.0376997175493033
jcf7180000349065_39301_39500	HELPU_006319	4.04454385801807	1.03300773758363	19.4369406202146	0.00026965835290715	0.0336399969721848
jcf7180000348021_20301_20500	HELPU_006347	-4.92809101674333	0.354319379921817	18.5254520761568	0.000344333909235	0.0373247804791832
jcf7180000417434_101201_102700	HELPU_006385	2.39139435116885	2.6609571889179	24.830581676354	7.11173866352088e-05	0.0205553532737401
jcf7180000417423_127401_127600	HELPU_006470	3.53079239802774	-0.0676645632906233	26.0676296208149	5.35017885530495e-05	0.0185801017635993
jcf7180000347763_151401_151700	HELPU_006518	2.75063362308929	1.59681363022102	21.2056677860053	0.000170663186601684	0.0278992752587993
jcf7180000351937_39701_39800	HELPU_006537	-3.73083194126678	0.891167636750014	20.8780341814651	0.000185456735721148	0.0290113688926277
jcf7180000392942_141101_142000	HELPU_006560	-4.04387280238864	2.17658020094704	20.7042394471881	0.000193873960185182	0.0294468474726319
jcf7180000352209_34101_34300	HELPU_006566	-2.90204756612851	2.50896525344171	18.4136214436053	0.000354970447843158	0.0377770508443202
jcf7180000393637_78801_79200	HELPU_006593	-3.33119967930697	0.324437194570501	20.9492123126014	0.000182126458405009	0.0287485091344046
jcf7180000413279_9001_9300	HELPU_006621	3.72714383934961	0.50534902892594	20.4777496503782	0.000205183853909976	0.0300768657747557
jcf7180000417262_196501_196600	HELPU_006676	-4.56968288354513	0.578349712803408	19.1938317822002	0.000287652881891038	0.0345747175834681
jcf7180000414334_25101_25500	HELPU_006737	-1.53376572334641	3.2776022848847	21.8413327501127	0.00014518348449457	0.026384039374112
jcf7180000417254_98801_98900	HELPU_006776	3.57646353760792	0.699742788632495	16.7240121725295	0.000568937882124482	0.0457236730536669
jcf7180000347174_138501_138600	HELPU_006875	2.20284336614727	0.666162661558155	17.4302440844543	0.000464956015889574	0.0422524033706503
jcf7180000348762_99801_99900	HELPU_006886	2.60395881340648	1.23905466489609	17.5804249591243	0.000446648597450662	0.0416853104666018
jcf7180000392982_27001_27200	HELPU_006909	3.21335902715789	0.667613523087407	21.2292950522631	0.000169647782840666	0.0278622164539584
jcf7180000349563_89101_89500	HELPU_006961	-2.69003586353772	1.16120674146888	23.0430997553191	0.000108438923092276	0.0238006401720701
jcf7180000353465_75001_75100	HELPU_006984	11.6755902298585	3.10970191067004	16.3459204346664	0.000692307995203285	0.0493819902953442
jcf7180000347595_8801_9000	HELPU_006999	2.73515589562788	5.89542551394265	16.1176720877269	0.000677815942582824	0.0488660425336447
jcf7180000418691_58601_58900	HELPU_007082	-2.61236775857719	1.90790489689033	20.3941816587564	0.000209957051803305	0.0303171426433299
jcf7180000348863_32201_32400	HELPU_007115	2.13371055133354	2.84034083151817	23.9973737178043	8.62553632510097e-05	0.0218644511442328
jcf7180000352253_22201_22400	HELPU_007122	2.1125586930199	1.98306827123462	18.0504400268017	0.000392029189553374	0.0393493883828505
jcf7180000420440_199901_200500	HELPU_007136	3.95974255074408	2.21500150647629	77.8508878082117	2.42924607560202e-08	0.000869752082120575
jcf7180000350534_103101_103300	HELPU_007251	-3.54790167325987	-0.067619412633312	17.562257214826	0.000448539000180205	0.0417936500340324
jcf7180000420498_130001_130100	HELPU_007283	4.09834727923787	1.91531588995901	15.9806368723481	0.000705493904643348	0.0496872863655434
jcf7180000350331_100101_100300	HELPU_007292	3.41158296115824	0.65452387015531	16.4983822426552	0.000607017246909378	0.0468137127034229
jcf7180000420489_74701_74800	HELPU_007330	5.93949860909497	-0.38865942915329	18.4908566414108	0.000384060797121496	0.0389595249280173
jcf7180000348494_153701_153800	HELPU_007341	5.61767942864159	0.677125026522542	16.8305556280935	0.000551879981635275	0.0451509075977855
jcf7180000399903_134801_135000	HELPU_007402	7.96481773016652	1.24056947512265	16.7122030334745	0.00062457047798532	0.0473519174449415
jcf7180000413582_59201_59800	HELPU_007551	3.27573959632681	2.25628289101952	46.370941789571	1.26183845711016e-06	0.00404678370918854
jcf7180000348756_21301_21600	HELPU_007667	-2.52888176839661	2.91120757098134	30.4276904228844	2.11086583977236e-05	0.0130386508534516
jcf7180000350347_137401_138000	HELPU_007777	-3.00656120623314	3.36554543939607	16.1902859630094	0.000663637451472876	0.0482933011236216
jcf7180000350347_142801_143100	HELPU_007778	-1.51246553263013	1.97973131163402	16.4264505935682	0.000618691633675965	0.0472492563276784
jcf7180000392706_60101_60200	HELPU_007920	-3.99903983116659	0.799321918918387	24.6351791608647	7.4408706940918e-05	0.0208947673558493
jcf7180000348421_42701_43100	HELPU_008017	2.33669783032539	3.6393995052891	33.7627096856589	1.08843348914523e-05	0.00962212157393212
jcf7180000349984_49101_49600	HELPU_008157	-1.88568984843662	3.35353415303291	15.9559992368437	0.000710601353332097	0.0497262070853134
jcf7180000350310_229301_229600	HELPU_008186	-2.67197907325764	2.6914624894047	26.0515013347725	5.38544259964324e-05	0.0186521906588635
jcf7180000417494_120501_120600	HELPU_008240	-3.51695340577601	3.19644541179535	18.4949138756297	0.000347203141837429	0.0375276808705922
jcf7180000351359_19701_20200	HELPU_008249	2.02947498836089	2.78703059085065	16.4026867605494	0.000624010685553074	0.0473519174449415
jcf7180000349360_75301_75500	HELPU_008358	7.18541558059113	-0.0580406651394903	21.5480058615374	0.000176971593136277	0.0283657719866546
jcf7180000392694_143601_143800	HELPU_008366	1.58605154989609	2.08328145090628	21.6618815326068	0.000151824677683857	0.0267775165978782
jcf7180000417213_99401_99800	HELPU_008427	3.98293300003799	5.4179869715159	17.4369562340194	0.00046493141479722	0.0422524033706503
jcf7180000417213_115001_115100	HELPU_008429	7.41080604514475	0.62102592228642	25.2238053867344	8.79660603865231e-05	0.0220370772719597
jcf7180000355154_79701_79900	HELPU_008447	-4.65183614313353	1.37235215063282	20.9572184810133	0.000181756011646108	0.0287440330354107
jcf7180000413692_57801_58200	HELPU_008488	-2.65056265838609	3.28578795891156	24.8720742891746	7.04393438628835e-05	0.0205074224755371
jcf7180000416167_9301_9600	HELPU_008493	2.58883515314701	1.21278691398811	17.4171911594894	0.000467514277789259	0.0423092297138528
jcf7180000352237_75601_75700	HELPU_008520	4.22129767724718	2.06058188997235	17.6540163299682	0.00043757964454309	0.0413960793287321
jcf7180000348873_73301_73500	HELPU_008611	3.01515677238065	0.962154555087421	22.3944960318314	0.000126646378049252	0.0249986279982326
jcf7180000420523_163601_163800	HELPU_008646	1.28982605509092	3.27935283596305	18.7704889000303	0.000321591098720836	0.0364388259409038
jcf7180000351356_70701_71400	HELPU_008650	2.8214398437252	2.8965205848796	19.9639707245339	0.000234762769941521	0.031763059001436
jcf7180000347963_28901_29200	HELPU_008709	1.80203920197742	1.41167901675186	21.5240302179319	0.000157153902564558	0.0269862834831286
jcf7180000421883_16201_16400	HELPU_008735	-3.26876965185022	1.6442279727935	27.5519765162977	3.86680598870333e-05	0.0165111885938041
jcf7180000421883_26701_27000	HELPU_008736	4.25972979778042	0.653023764984636	17.4360487115216	0.000465049662477919	0.0422524033706503
jcf7180000347243_183801_184000	HELPU_008770	4.18871307499427	0.400861198876783	21.2021249847166	0.000219005557519325	0.0306743788868399
jcf7180000347243_218501_218700	HELPU_008771	4.20759381766435	0.408891154422218	21.415954974222	0.000208126917923883	0.0303026062600675
jcf7180000348663_76501_76600	HELPU_008799	3.72328141702979	4.19151117389105	23.3932666952403	9.96935347768083e-05	0.0230027985962231
jcf7180000347494_10301_10500	HELPU_008816	3.13963078514877	0.0872312612689887	20.830065469324	0.000187505480222495	0.0290935168925724
jcf7180000352671_78001_78100	HELPU_008864	2.49967653719759	1.88504976800849	21.2344492981562	0.000169427160625265	0.0278520527453111
jcf7180000350306_83701_84500	HELPU_008976	5.1787576960987	2.62873338799161	16.6972451244118	0.000573314320588611	0.0459069922620189
jcf7180000353956_11001_11100	HELPU_009028	-9.21602711286962	0.791207576954599	19.4831197769225	0.000377922106076597	0.0386743238513395
jcf7180000417356_90001_90100	HELPU_009079	7.10285642171538	1.33826175848532	22.3521605167794	0.000128285358010457	0.0250302385823305
jcf7180000392864_17201_17300	HELPU_009089	-1.92059450841339	0.479831578484988	16.0584539017337	0.000688490715477466	0.0492439457788217
jcf7180000349484_10601_10700	HELPU_009313	4.01474613629708	1.68923397258073	37.6885788927844	5.3036213877208e-06	0.00730336713086877
jcf7180000355696_65201_65300	HELPU_009364	4.26340400018169	1.21833446648099	21.9687298913809	0.000141004262762884	0.0261576606025808
jcf7180000351960_6901_7200	HELPU_009378	-3.29950087490282	1.11519053294425	17.0394428143312	0.00052005162865467	0.0442094853477243
jcf7180000392636_18101_18400	HELPU_009416	2.26033072174214	2.72161436110968	17.343035471586	0.00047734696947673	0.0426200313049599
jcf7180000351047_66401_66600	HELPU_009440	-5.07447137231277	2.82703985733721	26.8987693116962	4.460550284485e-05	0.0177447505046414
jcf7180000348658_71201_71500	HELPU_009550	-2.67665798495142	1.86024411834105	16.5273360114646	0.00060197689123407	0.0466637171922871
jcf7180000351597_61301_62300	HELPU_009565	1.95275053825236	3.90301966730234	22.0490101068397	0.000138011283025333	0.0259126537715365
jcf7180000352592_92101_92200	HELPU_009586	4.93282159514527	1.80215738491196	19.8509788046977	0.000241802162024554	0.0323185570985566
jcf7180000413315_23401_24200	HELPU_009589	-1.91929034124552	2.17216459406129	16.0257944936227	0.000696237555986231	0.0494712571093652
jcf7180000355796_26001_26100	HELPU_009615	-6.2923192379275	1.1855935749951	22.7793286283981	0.000175795180994333	0.0282879136554291
jcf7180000356396_34201_35100	HELPU_009625	2.12628423658267	3.72885693631998	20.3307479309458	0.000213425613504246	0.0304724010613541
jcf7180000347887_106901_107100	HELPU_009727	2.87544363066933	0.354310651274966	24.1193096941718	8.37072092565477e-05	0.0216632568977886
jcf7180000349936_97401_97700	HELPU_009788	2.42281955201623	2.95083189547612	45.6464421117102	1.40776437150507e-06	0.00407294672360688
jcf7180000347728_88101_88400	HELPU_009876	-3.81254856645204	0.903558690627111	18.4646557078231	0.000350072108362087	0.0375824976693507
jcf7180000363734_27801_28100	HELPU_009909	2.72975421268876	2.9977295682332	26.0795395659785	5.35165468163595e-05	0.0185801017635993
jcf7180000421177_74901_75100	HELPU_009966	7.57318283571176	0.304936226549645	17.8447904216841	0.000457522467439895	0.0420022584152709
jcf7180000347479_36101_36300	HELPU_009997	4.64585045580735	1.22969722861259	24.7997323137854	8.27144743109609e-05	0.0216360278470692
jcf7180000348355_21801_22200	HELPU_010070	-1.70876884550389	2.41718345551205	16.9426949731049	0.000534041717422675	0.0447655741867792
jcf7180000347862_73901_74100	HELPU_010106	2.30666532365645	1.97998646002079	17.4344068218661	0.000465263680557459	0.0422524033706503
jcf7180000422079_9701_10000	HELPU_010303	3.14425651573996	1.42109404062138	24.9870938116331	6.85967342036296e-05	0.02035425401412
jcf7180000353458_21401_21600	HELPU_010346	2.72113668907047	1.66734719424821	31.268294631569	1.77420385586258e-05	0.0122462536176534
jcf7180000392573_124501_124700	HELPU_010383	1.34791415945585	1.99376795994136	16.3348951857537	0.000635295646983166	0.0475603309666616
